p1,p2,labor_clearing,good1_clearing,good2_clearing
1.1555555555555557,1.788888888888889,3.6215220879120915,0.5827841485372637,0.9255812609192894
1.1555555555555557,2.0,4.439748751034039,0.5728252955654195,1.214393279124409
1.3666666666666667,0.1,0.24946558440825628,0.9841367075910368,-12.098455361633976
1.3666666666666667,0.3111111111111111,0.686880722053635,0.9576256067977087,-3.8815597525457095
1.3666666666666667,0.5222222222222223,0.9917970211322755,0.9395294500001576,-2.0860412072094396
1.3666666666666667,0.7333333333333333,1.3323294959897356,0.9248551264563107,-1.187877455157154
1.3666666666666667,0.9444444444444444,1.7384653219743065,0.9121808789554708,-0.5901134505333581
1.3666666666666667,1.1555555555555557,2.2207359722513424,0.9008603733982721,-0.12989065759857188
1.3666666666666667,1.3666666666666667,2.783993751147598,0.890534794714225,0.255692298777636
1.3666666666666667,1.577777777777778,3.4308488993462567,0.8809804110703232,0.5961442893541823
1.3666666666666667,1.788888888888889,4.162855917371836,0.8720465649752834,0.9071747945694666
1.3666666666666667,2.0,4.981010070522002,0.863626071405594,1.1979297175559562
1.577777777777778,0.1,0.8810392440062773,1.2381554245770567,-12.40313404005618
1.577777777777778,0.3111111111111111,1.3169766949204729,1.215191583749033,-3.9794921848957037
1.577777777777778,0.5222222222222223,1.6214036936738958,1.1995167437060839,-2.1443839328647556
1.577777777777778,0.7333333333333333,1.9616686640796857,1.1868058859885264,-1.229424547669273
1.577777777777778,0.9444444444444444,2.367629743319058,1.1758274885054045,-0.6223735458957091
1.577777777777778,1.1555555555555557,2.8497748496642816,1.166021698480507,-0.15625708169280106
1.577777777777778,1.3666666666666667,3.4129368645968263,1.1570777113105226,0.23339873694186508
1.577777777777778,1.577777777777778,4.059715873608008,1.1488017311119316,0.5768336688908031
1.577777777777778,1.788888888888889,4.791660481732769,1.1410632587901717,0.89014306720425
1.577777777777778,2.0,5.609762266519889,1.1337694509798069,1.1826957836348462
1.788888888888889,0.1,1.5999284670285172,1.4825209558193715,-12.688024465531338
1.788888888888889,0.3111111111111111,2.0347021272984964,1.4622671334741582,-4.071064107369862
1.788888888888889,0.5222222222222223,2.3387494913611286,1.448442119274787,-2.198937418594041
1.788888888888889,0.7333333333333333,2.6788092031414283,1.4372313006667548,-1.2682732420522487
1.788888888888889,0.9444444444444444,3.0846374524559876,1.4275484904642497,-0.6525384144754316
1.788888888888889,1.1555555555555557,3.5666879193320935,1.4188999054733462,-0.18091106082045916
1.788888888888889,1.3666666666666667,4.129778283815362,1.411011419894851,0.21255309605343897
1.788888888888889,1.577777777777778,4.77650071514466,1.4037121081669008,0.5587772334733636
1.788888888888889,1.788888888888889,5.508399239859086,1.3968868717091998,0.874217515469614
1.788888888888889,2.0,6.326462581731763,1.390453823826766,1.168451262361088
2.0,0.1,2.406599278634081,1.720216900370755,-12.956544649364766
2.0,0.3111111111111111,2.840439138541873,1.702100981495314,-4.157374166459178
2.0,0.5222222222222223,3.144186846183872,1.689735274350321,-2.250356177200442
2.0,0.7333333333333333,3.484086557678211,1.6797078199286921,-1.304889630756807
2.0,0.9444444444444444,3.8898123838823766,1.6710470841364518,-0.6809699633519122
2.0,1.1555555555555557,4.371790587550862,1.6633114053390323,-0.20414838442142869
2.0,1.3666666666666667,4.9348267334398646,1.656255593238267,0.19290527772416377
2.0,1.577777777777778,5.581506709283393,1.649726764414934,0.5417583485825126
2.0,1.788888888888889,6.313370923621395,1.6436219695833234,0.8592070704106024
2.0,2.0,7.131405854040566,1.6378679656440358,1.1550252531694167
